"species","cultivar","location","repetition","split","year","pheno","measurement_type"
"Sweet Cherry","Ramón Oliva","Zaragoza",9,"Validation","1992",88,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",9,"Validation","1993",90,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",9,"Validation","1996",94,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",9,"Validation","2009",84,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",9,"Validation","2012",88,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",9,"Validation","2015",93,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Calibration","1991",88,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Calibration","1992",88,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Calibration","1993",90,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Calibration","1994",80,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Calibration","1995",81,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Calibration","1997",74,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Calibration","1998",87,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Calibration","1999",87,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Calibration","2000",76,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Calibration","2001",80,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Calibration","2009",84,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Calibration","2011",88,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Calibration","2012",88,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Calibration","2014",90,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Calibration","2017",76,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Calibration","2019",79,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Calibration","2021",81,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Calibration","2022",80,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Validation","1996",94,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Validation","2010",95,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Validation","2013",91,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Validation","2015",93,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Validation","2016",92,"flowering_f50"
"Sweet Cherry","Ramón Oliva","Zaragoza",10,"Validation","2018",93,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Calibration","1992",86,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Calibration","1993",95,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Calibration","1994",79,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Calibration","1995",83,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Calibration","1997",75,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Calibration","1999",86,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Calibration","2001",82,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Calibration","2009",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Calibration","2010",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Calibration","2011",88,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Calibration","2012",90,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Calibration","2013",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Calibration","2014",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Calibration","2016",92,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Calibration","2017",76,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Calibration","2019",81,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Calibration","2021",77,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Calibration","2022",80,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Validation","1991",88,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Validation","1996",97,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Validation","1998",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Validation","2000",104,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Validation","2015",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",1,"Validation","2018",92,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Calibration","1991",88,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Calibration","1992",86,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Calibration","1993",95,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Calibration","1994",79,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Calibration","1995",83,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Calibration","1997",75,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Calibration","1998",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Calibration","2000",104,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Calibration","2001",82,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Calibration","2012",90,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Calibration","2013",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Calibration","2014",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Calibration","2015",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Calibration","2017",76,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Calibration","2018",92,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Calibration","2019",81,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Calibration","2021",77,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Calibration","2022",80,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Validation","1996",97,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Validation","1999",86,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Validation","2009",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Validation","2010",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Validation","2011",88,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",2,"Validation","2016",92,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Calibration","1991",88,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Calibration","1993",95,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Calibration","1994",79,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Calibration","1995",83,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Calibration","1997",75,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Calibration","1998",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Calibration","1999",86,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Calibration","2000",104,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Calibration","2001",82,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Calibration","2009",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Calibration","2010",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Calibration","2011",88,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Calibration","2012",90,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Calibration","2013",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Calibration","2014",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Calibration","2017",76,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Calibration","2019",81,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Calibration","2022",80,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Validation","1992",86,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Validation","1996",97,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Validation","2015",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Validation","2016",92,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Validation","2018",92,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",3,"Validation","2021",77,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Calibration","1991",88,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Calibration","1992",86,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Calibration","1995",83,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Calibration","1996",97,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Calibration","1998",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Calibration","1999",86,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Calibration","2000",104,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Calibration","2001",82,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Calibration","2009",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Calibration","2013",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Calibration","2014",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Calibration","2015",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Calibration","2016",92,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Calibration","2017",76,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Calibration","2018",92,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Calibration","2019",81,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Calibration","2021",77,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Calibration","2022",80,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Validation","1993",95,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Validation","1994",79,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Validation","1997",75,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Validation","2010",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Validation","2011",88,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",4,"Validation","2012",90,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Calibration","1991",88,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Calibration","1993",95,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Calibration","1995",83,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Calibration","1997",75,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Calibration","1998",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Calibration","1999",86,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Calibration","2000",104,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Calibration","2001",82,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Calibration","2009",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Calibration","2010",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Calibration","2011",88,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Calibration","2013",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Calibration","2014",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Calibration","2015",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Calibration","2016",92,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Calibration","2017",76,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Calibration","2021",77,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Calibration","2022",80,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Validation","1992",86,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Validation","1994",79,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Validation","1996",97,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Validation","2012",90,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Validation","2018",92,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",5,"Validation","2019",81,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Calibration","1991",88,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Calibration","1992",86,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Calibration","1993",95,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Calibration","1996",97,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Calibration","1997",75,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Calibration","1998",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Calibration","1999",86,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Calibration","2000",104,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Calibration","2001",82,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Calibration","2009",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Calibration","2010",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Calibration","2012",90,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Calibration","2014",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Calibration","2015",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Calibration","2016",92,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Calibration","2018",92,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Calibration","2021",77,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Calibration","2022",80,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Validation","1994",79,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Validation","1995",83,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Validation","2011",88,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Validation","2013",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Validation","2017",76,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",6,"Validation","2019",81,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Calibration","1991",88,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Calibration","1992",86,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Calibration","1993",95,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Calibration","1994",79,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Calibration","1995",83,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Calibration","1996",97,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Calibration","1998",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Calibration","2001",82,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Calibration","2009",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Calibration","2010",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Calibration","2011",88,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Calibration","2012",90,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Calibration","2013",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Calibration","2015",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Calibration","2017",76,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Calibration","2018",92,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Calibration","2019",81,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Calibration","2022",80,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Validation","1997",75,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Validation","1999",86,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Validation","2000",104,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Validation","2014",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Validation","2016",92,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",7,"Validation","2021",77,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Calibration","1992",86,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Calibration","1994",79,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Calibration","1995",83,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Calibration","1996",97,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Calibration","1998",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Calibration","1999",86,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Calibration","2000",104,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Calibration","2001",82,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Calibration","2009",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Calibration","2010",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Calibration","2012",90,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Calibration","2014",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Calibration","2015",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Calibration","2016",92,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Calibration","2017",76,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Calibration","2018",92,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Calibration","2021",77,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Calibration","2022",80,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Validation","1991",88,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Validation","1993",95,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Validation","1997",75,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Validation","2011",88,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Validation","2013",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",8,"Validation","2019",81,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Calibration","1991",88,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Calibration","1993",95,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Calibration","1994",79,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Calibration","1995",83,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Calibration","1997",75,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Calibration","1998",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Calibration","2000",104,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Calibration","2001",82,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Calibration","2009",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Calibration","2010",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Calibration","2012",90,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Calibration","2013",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Calibration","2014",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Calibration","2015",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Calibration","2016",92,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Calibration","2018",92,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Calibration","2021",77,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Calibration","2022",80,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Validation","1992",86,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Validation","1996",97,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Validation","1999",86,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Validation","2011",88,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Validation","2017",76,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",9,"Validation","2019",81,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",10,"Calibration","1991",88,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",10,"Calibration","1992",86,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",10,"Calibration","1993",95,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",10,"Calibration","1994",79,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",10,"Calibration","1995",83,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",10,"Calibration","1996",97,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",10,"Calibration","1997",75,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",10,"Calibration","1999",86,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",10,"Calibration","2000",104,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",10,"Calibration","2001",82,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",10,"Calibration","2009",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",10,"Calibration","2010",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",10,"Calibration","2011",88,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",10,"Calibration","2014",85,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",10,"Calibration","2015",91,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",10,"Calibration","2019",81,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",10,"Calibration","2021",77,"flowering_f50"
"Sweet Cherry","Rainier","Zaragoza",10,"Calibration","2022",80,"flowering_f50"
